SizeRank,RegionName,StateName,2020,2021,2022,2023,2024,2025
5904,60654,IL,2366,2008,2341,2545,2558,2705
5907,90068,CA,3441,3494,3828,3981,4155,4412
5909,52241,IA,NA,NA,1040,1113,1158,1219
5910,45237,OH,NA,NA,902,984,1066,1142
5912,32804,FL,1403,1466,1742,1884,1977,1981
5913,97754,OR,NA,NA,NA,NA,NA,1529
5914,07719,NJ,NA,NA,NA,NA,3106,3308
5915,54501,WI,NA,NA,NA,NA,NA,951
5915,76008,TX,NA,NA,NA,NA,2009,2096
5917,76310,TX,NA,NA,NA,NA,NA,1591
5921,20190,VA,2051,1977,2146,2253,2356,2464
5923,98422,WA,NA,1490,1794,1892,1895,2098
5924,75237,TX,NA,NA,NA,NA,NA,1197
5925,10605,NY,NA,NA,NA,NA,NA,2998
5929,92887,CA,NA,NA,NA,NA,3001,3261
5930,63501,MO,NA,NA,NA,NA,717,764
5930,31548,GA,NA,NA,NA,1391,1401,1521
5935,53713,WI,NA,NA,1174,1351,1429,1449
5937,53172,WI,NA,NA,NA,NA,1161,1124
5937,98121,WA,2611,2153,2557,2520,2588,2714
5939,18504,PA,NA,NA,NA,NA,NA,1262
5941,90069,CA,3239,3162,3517,3643,3712,3866
5942,78224,TX,NA,NA,NA,NA,NA,1727
5943,68845,NE,NA,NA,NA,NA,NA,1606
5943,33432,FL,2043,2087,2997,3036,3008,3091
5945,49002,MI,NA,NA,NA,NA,NA,1922
5945,63111,MO,NA,NA,766,824,862,975
5949,95841,CA,NA,NA,NA,1629,1724,1928
5950,64130,MO,NA,836,943,1044,1191,1233
5951,68510,NE,NA,NA,NA,943,1022,1072
5952,18505,PA,NA,NA,NA,NA,NA,1222
5953,44053,OH,NA,NA,NA,NA,NA,898
5953,43202,OH,1098,1127,1191,1233,1313,1350
5956,94703,CA,2441,2358,2520,2553,2578,2597
5958,98043,WA,NA,NA,1811,1902,1882,2024
5959,28461,NC,NA,NA,NA,NA,NA,2177
5960,84025,UT,NA,NA,NA,NA,1593,1655
5961,70471,LA,NA,NA,1396,1393,1384,1440
5962,92106,CA,NA,2060,2362,2581,2666,2778
5963,37203,TN,1929,1839,2178,2301,2174,2226
5966,48098,MI,NA,NA,NA,NA,NA,1796
5967,35805,AL,NA,993,1235,1320,1345,1340
5969,60419,IL,NA,NA,NA,NA,NA,2258
5972,98686,WA,NA,NA,NA,NA,2146,2259
5973,33774,FL,NA,NA,NA,1507,1592,1594
5974,28327,NC,NA,NA,NA,NA,NA,1917
5977,27403,NC,NA,780,925,1014,1088,1099
5978,43607,OH,NA,NA,NA,1063,1216,1251
5979,73129,OK,NA,NA,NA,NA,NA,1127
5983,47803,IN,NA,NA,NA,NA,1024,1102
5983,29307,SC,NA,NA,NA,1191,1229,1265
5986,15205,PA,1101,1144,1229,1291,1358,1350
5988,55075,MN,NA,NA,NA,NA,NA,1523
5989,06840,CT,NA,NA,NA,NA,NA,4600
5990,72205,AR,897,961,1039,1152,1232,1294
5992,02081,MA,NA,NA,NA,NA,NA,3259
5996,23508,VA,1303,1407,1561,1707,1689,1816
5997,65810,MO,NA,NA,NA,1316,1398,1519
5999,92865,CA,NA,NA,NA,NA,NA,4050
6001,19073,PA,NA,NA,NA,NA,NA,2546
6004,61115,IL,NA,NA,NA,NA,NA,1380
6005,90715,CA,NA,NA,NA,2777,2843,3012
6005,50208,IA,NA,NA,NA,NA,NA,731
6007,95138,CA,NA,NA,NA,3496,3688,3927
6008,29644,SC,NA,NA,NA,NA,1730,1895
6009,06067,CT,NA,NA,1415,1390,1475,1662
6010,89706,NV,NA,NA,NA,NA,NA,2106
6013,70611,LA,NA,NA,NA,NA,NA,975
6015,21078,MD,NA,NA,NA,NA,NA,1488
6017,92344,CA,NA,NA,NA,NA,NA,2553
6020,35473,AL,NA,NA,NA,NA,NA,1400
6021,63137,MO,NA,NA,NA,1084,1159,1315
6022,02140,MA,2681,2362,2789,2973,3110,3174
6025,75401,TX,NA,NA,NA,NA,1257,1410
6025,80620,CO,NA,NA,NA,NA,NA,1797
6027,33974,FL,NA,NA,NA,1986,2092,2091
6028,46256,IN,NA,NA,NA,1079,1061,1217
6029,80403,CO,NA,2125,2307,2555,2698,2637
6030,85367,AZ,NA,NA,NA,NA,1492,1589
6031,33714,FL,NA,NA,NA,1861,1860,1981
6035,77627,TX,NA,NA,NA,1033,1083,1089
6037,37914,TN,NA,NA,NA,NA,NA,1481
6038,90732,CA,NA,NA,2615,2944,3114,3196
6038,87102,NM,NA,NA,NA,1034,1148,1127
6040,33897,FL,1563,1692,1973,2118,2087,2188
6041,90603,CA,NA,NA,NA,NA,NA,3500
6042,74019,OK,NA,NA,NA,NA,NA,1875
6044,43206,OH,1071,1125,1274,1383,1498,1597
6045,08859,NJ,NA,NA,NA,NA,NA,2817
6047,73130,OK,NA,NA,1150,1215,1335,1423
6048,65738,MO,NA,NA,NA,1336,1340,1429
6049,72116,AR,NA,NA,NA,NA,1085,1117
6050,19422,PA,NA,NA,NA,NA,2530,2744
6052,77384,TX,1278,1286,1455,1505,1512,1485
6053,30009,GA,1735,1815,2363,2362,2331,2483
6054,76111,TX,NA,NA,1378,1451,1458,1540
6055,60194,IL,NA,NA,NA,1947,2110,2101
6056,44223,OH,NA,NA,NA,NA,NA,1795
6062,14468,NY,NA,NA,NA,NA,NA,1488
6063,41071,KY,NA,NA,1134,1212,1307,1406
6064,46706,IN,NA,NA,NA,NA,NA,854
6065,91101,CA,2369,2279,2505,2663,2766,2903
6068,66221,KS,NA,NA,NA,NA,NA,1587
6069,27501,NC,NA,NA,NA,NA,NA,1924
6071,98383,WA,NA,NA,1915,1714,1772,1924
6073,73135,OK,1005,1068,1184,1249,1297,1358
6075,46240,IN,NA,NA,1259,1331,1454,1521
6077,33763,FL,NA,NA,1808,1887,1913,2020
6079,80224,CO,NA,1307,1394,1541,1593,1705
6081,36066,AL,NA,NA,1577,1679,1791,1899
6082,17104,PA,NA,NA,NA,NA,997,1116
6085,80212,CO,1946,2028,2240,2414,2566,2606
6086,40059,KY,NA,NA,NA,1984,2035,2091
6089,45371,OH,NA,NA,NA,NA,NA,1733
6091,78747,TX,NA,NA,1596,1775,1711,1663
6093,29420,SC,NA,NA,NA,1519,1594,1601
6094,07650,NJ,NA,NA,NA,NA,2335,2820
6094,23114,VA,NA,NA,NA,NA,2016,2127
6097,17821,PA,NA,NA,NA,NA,NA,1488
6098,89146,NV,1101,1142,1421,1404,1446,1513
6099,06850,CT,NA,NA,2381,2546,2723,2764
6101,61101,IL,NA,NA,NA,NA,1122,1255
6102,48213,MI,NA,NA,NA,NA,NA,1230
6103,23704,VA,1021,1110,1208,1294,1383,1455
6104,52246,IA,NA,NA,NA,1182,1249,1330
6106,73501,OK,NA,NA,NA,1019,1167,1222
6107,78133,TX,NA,NA,NA,NA,1917,1835
6109,08034,NJ,NA,NA,NA,NA,NA,1950
6109,31005,GA,NA,NA,NA,1623,1719,1762
6112,06105,CT,NA,NA,NA,NA,999,1219
6114,01603,MA,NA,NA,NA,NA,NA,2132
6114,39213,MS,NA,NA,NA,NA,NA,967
6116,85013,AZ,1167,1202,1456,1509,1472,1513
6118,84108,UT,NA,NA,NA,NA,2430,2474
6119,28532,NC,NA,NA,NA,NA,1285,1342
6120,85131,AZ,NA,NA,NA,NA,NA,1490
6121,92587,CA,NA,NA,NA,NA,NA,3550
6123,55906,MN,NA,NA,NA,NA,NA,750
6123,32444,FL,NA,NA,NA,1682,1756,1840
6129,48214,MI,NA,NA,NA,1191,NA,1302
6130,77551,TX,NA,NA,NA,1263,1348,1266
6133,25414,WV,NA,NA,NA,NA,1853,1944
6134,43623,OH,NA,NA,NA,NA,NA,1125
6135,98275,WA,1659,1636,1875,2079,2125,2248
6136,45414,OH,NA,NA,NA,NA,1141,1198
6137,77026,TX,NA,NA,NA,NA,1329,1383
6137,11937,NY,23073,28194,30944,32688,33510,37065
6140,28036,NC,NA,NA,1564,1624,1788,1891
6141,15644,PA,NA,NA,NA,NA,NA,1265
6142,27401,NC,NA,NA,NA,1062,1110,1183
6143,93210,CA,NA,NA,NA,NA,NA,1175
6144,04092,ME,NA,NA,NA,NA,NA,2516
6145,79110,TX,NA,NA,NA,NA,1311,1336
6145,37127,TN,NA,NA,NA,NA,1687,1723
6147,40215,KY,NA,NA,883,955,1037,1122
6148,50702,IA,NA,NA,NA,737,800,885
6151,15202,PA,786,804,850,938,946,1030
6155,48207,MI,NA,NA,1618,1682,1763,1654
6156,14526,NY,NA,NA,NA,NA,NA,1605
6159,39305,MS,NA,NA,NA,NA,NA,1350
6163,23502,VA,NA,NA,NA,NA,NA,1708
6165,94022,CA,NA,NA,NA,NA,NA,7130
6167,32796,FL,NA,NA,NA,1492,1577,1646
6171,70714,LA,NA,NA,NA,NA,NA,1144
6174,02129,MA,2640,2351,2722,2911,3105,3237
6174,54017,WI,NA,NA,NA,NA,NA,1604
6179,17512,PA,NA,NA,NA,NA,1152,1318
6181,33603,FL,NA,NA,1605,1884,1868,1974
6183,32080,FL,NA,NA,NA,2186,2199,2172
6184,74107,OK,NA,NA,NA,NA,1241,1323
6186,91602,CA,2382,2353,2535,2778,2807,2933
6187,73115,OK,867,940,1023,1124,1171,1197
6189,38242,TN,NA,NA,NA,NA,NA,925
6191,28805,NC,NA,NA,1549,1715,1831,1857
6192,85139,AZ,NA,NA,NA,NA,NA,1840
6194,49001,MI,NA,NA,NA,NA,NA,1251
6196,04072,ME,NA,NA,NA,NA,NA,1925
6199,53589,WI,NA,NA,NA,NA,NA,1550
6201,67226,KS,NA,NA,NA,NA,NA,1689
6204,34275,FL,NA,NA,2254,2377,2317,2444
6205,67211,KS,NA,670,756,816,925,934
6207,53597,WI,NA,NA,NA,NA,NA,1782
6208,76177,TX,NA,1338,1578,1613,1591,1601
6212,83716,ID,NA,NA,1887,1872,1858,1972
6213,72211,AR,NA,NA,1248,1284,1380,1481
6214,94564,CA,NA,NA,NA,NA,NA,2234
6214,37216,TN,1442,1457,1688,1797,1924,1956
6218,15132,PA,NA,NA,NA,NA,NA,1065
6219,36693,AL,NA,NA,NA,NA,NA,1587
6221,73018,OK,NA,NA,NA,NA,NA,1082
6223,29170,SC,NA,NA,NA,NA,1382,1491
6227,97801,OR,NA,NA,NA,NA,NA,1108
6227,32966,FL,NA,NA,NA,NA,NA,2256
6230,11360,NY,NA,NA,NA,2383,2554,3017
6231,45406,OH,NA,NA,NA,NA,1034,1077
6236,08052,NJ,NA,NA,NA,NA,NA,1750
6237,35756,AL,NA,NA,1648,1732,1815,1859
6238,77028,TX,NA,NA,NA,NA,NA,1588
6238,01749,MA,NA,NA,NA,NA,NA,2357
6240,85715,AZ,NA,NA,1626,1717,1761,1708
6240,75602,TX,NA,NA,NA,NA,NA,1323
6242,85028,AZ,NA,NA,NA,NA,NA,3004
6243,06518,CT,NA,NA,1783,1971,2168,2075
6244,24503,VA,NA,NA,NA,NA,NA,1085
6245,90254,CA,2593,2629,2902,3149,3379,3516
6246,61104,IL,NA,NA,NA,NA,NA,980
6246,33549,FL,NA,NA,NA,NA,NA,2023
6249,80215,CO,NA,1491,1678,1838,1934,1879
6253,34691,FL,1114,1204,1491,1703,1727,1771
6254,83204,ID,NA,NA,NA,NA,NA,853
6256,37932,TN,NA,NA,NA,1934,2072,2048
6258,90048,CA,3168,3024,3409,3532,3586,3611
6260,15106,PA,NA,NA,976,1053,1124,1185
6262,74135,OK,NA,NA,1163,1273,1318,1418
6263,53022,WI,NA,NA,NA,NA,NA,1696
6264,27803,NC,NA,NA,NA,NA,NA,1200
6265,94127,CA,NA,NA,NA,NA,NA,5260
6266,88061,NM,NA,NA,NA,NA,NA,925
6270,32541,FL,1462,1525,1966,2054,2038,2108
6272,78015,TX,NA,NA,NA,NA,NA,2596
6273,76104,TX,1229,1262,1428,1473,1449,1424
6274,63112,MO,937,960,1103,1159,1251,1320
6277,60430,IL,NA,NA,NA,NA,NA,2250
6277,76120,TX,NA,NA,1244,1266,1310,1328
6279,08837,NJ,NA,NA,NA,NA,2125,2435
6280,80218,CO,1381,1347,1528,1596,1640,1598
6281,07029,NJ,2045,1997,2128,2367,2457,2488
6282,73008,OK,NA,NA,NA,NA,1100,1130
6283,10509,NY,NA,NA,NA,NA,NA,2950
6286,10037,NY,2107,1975,2143,2422,2414,2436
6288,72002,AR,NA,NA,NA,NA,NA,1522
6289,32081,FL,NA,NA,2247,2290,2307,2328
6290,10543,NY,NA,NA,NA,NA,NA,3631
6291,33912,FL,NA,NA,NA,1858,1928,1896
6292,34234,FL,NA,NA,NA,NA,2014,2102
6294,22205,VA,NA,NA,NA,NA,NA,4150
6295,63034,MO,NA,NA,NA,NA,NA,2068
6295,46637,IN,NA,NA,NA,NA,NA,1273
6298,33181,FL,NA,NA,NA,2405,2464,2447
6299,77302,TX,NA,NA,NA,NA,NA,1824
6301,80002,CO,1612,1647,1898,1979,2096,2121
6303,19090,PA,NA,NA,NA,NA,NA,2064
6305,75965,TX,NA,NA,NA,NA,NA,1023
6308,15122,PA,NA,NA,NA,NA,NA,1342
6309,53147,WI,NA,NA,NA,NA,NA,1953
6310,91902,CA,NA,NA,NA,NA,NA,3325
6311,34695,FL,NA,NA,NA,NA,NA,2350
6312,05403,VT,NA,NA,NA,NA,2210,2328
6312,60466,IL,NA,NA,NA,NA,NA,1728
6314,80465,CO,NA,NA,NA,NA,NA,2247
6315,33635,FL,NA,NA,NA,2093,2252,2337
6317,15801,PA,NA,NA,NA,NA,NA,1198
6319,07506,NJ,NA,NA,NA,NA,NA,2656
6322,48334,MI,NA,NA,NA,NA,NA,1824
6325,86303,AZ,NA,NA,NA,1662,1695,1845
6327,20794,MD,NA,NA,NA,NA,NA,2830
6328,92586,CA,NA,NA,NA,NA,2213,2292
6329,14420,NY,NA,NA,NA,NA,NA,1301
6330,73036,OK,NA,NA,NA,NA,1012,1132
6331,23294,VA,NA,1217,1495,1518,1470,1598
6334,92808,CA,NA,NA,NA,3049,3010,3105
6338,02459,MA,NA,NA,NA,NA,NA,3788
6339,18067,PA,NA,NA,NA,NA,NA,1621
6340,18235,PA,NA,NA,NA,NA,NA,1050
6341,85653,AZ,NA,NA,NA,1697,2027,2200
6341,84098,UT,NA,NA,NA,3503,3637,3689
6343,27596,NC,NA,NA,NA,NA,NA,1949
6344,19061,PA,NA,NA,NA,NA,1613,1681
6345,82070,WY,NA,NA,NA,NA,NA,1533
6348,13903,NY,NA,NA,NA,NA,NA,1195
6351,85310,AZ,NA,NA,NA,2197,2253,2268
6354,78620,TX,NA,NA,NA,2219,2225,2296
6355,19126,PA,NA,NA,NA,NA,NA,1224
6358,77048,TX,NA,NA,NA,NA,1753,1822
6362,33761,FL,NA,NA,NA,1768,1984,1912
6363,84054,UT,NA,NA,NA,NA,NA,1692
6367,79415,TX,NA,NA,NA,NA,NA,932
6368,19428,PA,1797,1863,2139,2256,2280,2326
6372,90265,CA,10196,12410,13933,14547,15072,16584
6373,75009,TX,NA,NA,2403,2502,2449,2443
6375,76574,TX,NA,NA,NA,NA,1709,1703
6375,55331,MN,NA,NA,NA,NA,NA,1986
6377,40206,KY,970,991,1061,1153,1243,1285
6380,33034,FL,NA,NA,NA,2143,2153,2507
6382,46012,IN,NA,NA,NA,NA,922,1020
6387,66046,KS,NA,NA,NA,NA,1400,1593
6388,73114,OK,NA,NA,NA,1125,1208,1237
6389,90210,CA,10276,10202,12096,12116,12630,14168
6391,94706,CA,NA,NA,NA,2543,2481,2433
6391,22206,VA,1908,1800,2035,2176,2239,2344
6394,63131,MO,NA,NA,NA,NA,NA,2367
6395,83406,ID,NA,NA,NA,NA,NA,1442
6396,44320,OH,NA,NA,NA,NA,1145,1152
6397,34994,FL,NA,NA,1835,2026,2127,2211
6398,74601,OK,NA,NA,NA,NA,NA,722
6399,08505,NJ,NA,NA,NA,NA,NA,2425
6401,27801,NC,NA,NA,NA,NA,NA,1112
6402,97103,OR,NA,NA,NA,NA,NA,1542
6403,92603,CA,2616,2627,3282,3341,3443,3636
6403,37774,TN,NA,NA,NA,NA,NA,2462
6405,76308,TX,NA,NA,NA,NA,1328,1343
6413,79935,TX,NA,NA,NA,1033,1078,1039
6417,60118,IL,NA,NA,NA,NA,NA,2225
6419,97470,OR,NA,NA,NA,NA,NA,1021
6420,85083,AZ,NA,NA,NA,NA,2375,2637
6422,07735,NJ,NA,NA,NA,NA,NA,1950
6426,37135,TN,NA,NA,NA,NA,NA,2775
6427,08104,NJ,NA,NA,NA,NA,NA,1586
6428,55441,MN,1320,1392,1461,1554,1587,1610
6431,44017,OH,NA,NA,NA,NA,NA,1868
6434,90502,CA,NA,NA,NA,2955,2952,3191
6436,32141,FL,NA,NA,NA,NA,NA,2038
6437,55362,MN,NA,NA,NA,NA,1423,1465
6438,46808,IN,NA,NA,NA,NA,951,1085
6442,37405,TN,1076,1179,1438,1479,1608,1548
6443,01945,MA,NA,NA,NA,NA,NA,4000
6447,11415,NY,NA,1744,1842,2015,2049,2332
6448,96161,CA,NA,NA,NA,NA,NA,4887
6449,06401,CT,NA,NA,NA,NA,NA,1821
6450,34286,FL,NA,NA,NA,2070,2102,2138
6451,44112,OH,NA,NA,NA,703,794,841
6452,75137,TX,NA,NA,1524,1742,1766,1760
6455,33413,FL,NA,NA,NA,2130,2207,2244
6458,70435,LA,NA,NA,NA,NA,NA,1995
6460,98274,WA,NA,NA,NA,NA,NA,2200
6461,33609,FL,1497,1569,2040,2188,2303,2365
6462,22911,VA,NA,NA,NA,NA,2165,2258
6464,17552,PA,NA,NA,NA,NA,NA,1397
6464,62220,IL,NA,NA,NA,NA,NA,998
6466,22124,VA,NA,NA,NA,NA,NA,2900
6467,78732,TX,NA,NA,NA,2027,1994,1954
6469,77318,TX,NA,NA,NA,NA,1724,1757
6470,16046,PA,NA,NA,NA,NA,NA,2614
6471,70125,LA,NA,NA,1565,1616,1658,1732
6474,08536,NJ,NA,1608,1947,2051,2135,2150
6475,18013,PA,NA,NA,NA,NA,NA,1460
6476,48377,MI,NA,NA,NA,1821,1914,2036
6477,41001,KY,NA,NA,NA,NA,NA,1975
6481,57110,SD,NA,897,1013,1109,1123,1117
6484,98020,WA,NA,NA,1712,1776,1844,2002
6485,48341,MI,NA,NA,NA,NA,NA,1525
6486,90814,CA,1873,1931,2089,2259,2275,2347
6487,30153,GA,NA,NA,NA,NA,NA,1826
6489,34285,FL,NA,NA,NA,NA,NA,2832
6489,85757,AZ,NA,NA,NA,NA,NA,1822
6493,13901,NY,NA,NA,NA,NA,NA,1050
6494,76541,TX,NA,NA,843,902,936,973
6495,83864,ID,NA,NA,NA,NA,NA,2248
6496,55102,MN,1493,1477,1509,1553,1581,1623
6497,27617,NC,1206,1208,1464,1513,1520,1492
6498,95304,CA,NA,NA,NA,NA,NA,3698
6500,77069,TX,NA,1051,1184,1247,1255,1221
6502,92264,CA,1324,1475,1841,2168,2199,2325
6503,74129,OK,NA,NA,NA,NA,NA,1332
6506,82501,WY,NA,NA,NA,NA,NA,925
6507,89144,NV,1524,1610,1938,1950,2082,2117
6509,06615,CT,NA,NA,NA,NA,NA,2198
6510,97215,OR,NA,1359,1440,1522,1535,1587
6511,07067,NJ,NA,NA,NA,NA,NA,2700
6513,01776,MA,NA,NA,NA,NA,NA,3804
6513,66203,KS,NA,NA,NA,NA,NA,1681
6516,78752,TX,1351,1328,1604,1627,1605,1551
6517,48386,MI,NA,NA,NA,NA,NA,1800
6519,32217,FL,NA,NA,1248,1333,1347,1359
6520,37212,TN,1490,1535,1792,1885,1833,1891
6520,93103,CA,NA,NA,3309,3660,3654,3906
6525,28034,NC,NA,NA,NA,1595,1655,1784
6527,22311,VA,NA,NA,1747,1731,1825,1942
6528,34233,FL,NA,NA,2393,2483,2464,2533
6529,29909,SC,NA,NA,NA,NA,2080,2153
6531,02170,MA,NA,NA,1839,1981,2155,2151
6531,06226,CT,NA,NA,NA,NA,NA,2483
6536,74145,OK,NA,NA,NA,NA,1234,1299
6537,83858,ID,NA,NA,NA,NA,NA,2148
6537,66210,KS,NA,NA,1484,1596,1681,1780
6537,91506,CA,NA,NA,NA,NA,2031,2170
6540,80904,CO,1126,1232,1412,1474,1497,1575
6541,23692,VA,NA,NA,NA,NA,NA,2050
6542,96821,HI,NA,NA,NA,NA,3540,4217
6543,99016,WA,NA,NA,NA,1593,1573,1661
6544,85748,AZ,NA,NA,NA,NA,NA,1933
6545,56377,MN,NA,NA,NA,NA,NA,1714
6546,45405,OH,NA,NA,762,864,926,1011
6547,45208,OH,1030,1060,1176,1287,1378,1420
6548,91901,CA,NA,NA,NA,2120,2171,2214
6549,91501,CA,NA,2276,2487,2761,2810,2984
6557,33637,FL,NA,NA,1621,1705,1789,1812
6558,71109,LA,NA,NA,NA,NA,709,743
6559,66605,KS,NA,NA,NA,NA,NA,929
6561,29410,SC,NA,NA,1341,1517,1585,1781
6562,32805,FL,NA,NA,1066,1228,1289,1357
6563,01721,MA,NA,NA,NA,NA,NA,2680
6566,97424,OR,NA,NA,NA,NA,NA,1707
6569,70124,LA,1449,1470,1694,1759,1868,1936
6570,70002,LA,NA,NA,NA,NA,1339,1456
6571,02035,MA,NA,NA,NA,2311,2546,2566
6573,31903,GA,NA,NA,NA,NA,915,995
6574,75235,TX,1316,1308,1567,1642,1629,1542
6579,08108,NJ,NA,NA,NA,NA,NA,2008
6582,78735,TX,1513,1446,1848,1842,1765,1715
6583,30461,GA,NA,NA,NA,NA,NA,1517
6585,21076,MD,1919,1947,2144,2189,2231,2334
6587,32504,FL,NA,NA,1195,1275,1366,1400
6588,78654,TX,NA,NA,NA,NA,NA,1651
6593,34984,FL,NA,NA,NA,NA,2146,2307
6595,06032,CT,NA,NA,NA,NA,2129,2339
6597,34114,FL,NA,NA,NA,NA,3875,4293
6600,01748,MA,NA,NA,NA,NA,NA,2754
6602,27518,NC,NA,NA,1517,1588,1534,1555
6604,91203,CA,2412,2318,2603,2748,2851,2962
6604,07928,NJ,NA,NA,NA,2505,2615,2781
6606,37938,TN,NA,NA,NA,NA,NA,2080
6608,73010,OK,NA,NA,NA,NA,NA,1895
6614,57301,SD,NA,NA,NA,NA,NA,896
6614,85749,AZ,NA,NA,NA,NA,NA,1814
6617,22026,VA,NA,NA,NA,NA,2681,2792
6620,84102,UT,1075,1080,1324,1399,1390,1426
6620,10591,NY,NA,NA,NA,2953,3154,3504
6624,24179,VA,NA,NA,NA,NA,NA,1350
6627,63138,MO,NA,NA,NA,1102,1185,1367
6629,33408,FL,NA,NA,NA,2845,2941,3017
6631,95816,CA,1516,1552,1732,1781,1785,1816
6633,98942,WA,NA,NA,NA,NA,NA,1340
6634,85373,AZ,NA,NA,NA,NA,NA,2109
6637,91361,CA,3677,3903,4624,4659,5029,5267
6639,02152,MA,NA,NA,NA,2219,2461,2618
6643,18049,PA,NA,NA,NA,NA,NA,1956
6643,35040,AL,NA,NA,1462,1491,1553,1676
6646,82609,WY,NA,NA,1037,1079,1113,1224
6647,37015,TN,NA,NA,NA,1715,1737,1764
6649,50703,IA,NA,NA,NA,NA,821,868
6651,44123,OH,NA,NA,NA,1013,1115,1225
6652,39507,MS,NA,NA,NA,NA,NA,1435
6655,46016,IN,NA,NA,NA,773,861,909
6656,21201,MD,1163,1178,1291,1321,1310,1401
6657,33187,FL,NA,NA,NA,NA,NA,3520
6659,39560,MS,NA,NA,NA,NA,NA,1350
6659,01742,MA,NA,NA,NA,NA,NA,4228
6661,97239,OR,1551,1515,1666,1763,1711,1762
6664,29575,SC,NA,NA,NA,NA,1732,1801
6666,68114,NE,NA,NA,NA,1180,1192,1305
6669,95366,CA,NA,NA,NA,NA,NA,2333
6669,94301,CA,3034,2779,2971,3315,3214,3338
6672,53226,WI,NA,NA,NA,NA,1617,1687
6674,22046,VA,2049,1973,2305,2387,2475,2629
6675,80121,CO,NA,NA,NA,NA,NA,2674
6676,07079,NJ,NA,NA,NA,2736,2938,2974
6679,79414,TX,NA,NA,1052,1112,1121,1143
6680,95519,CA,NA,NA,NA,NA,NA,1750
6681,10017,NY,3269,2748,3577,3852,3942,4137
6681,94949,CA,NA,NA,NA,NA,NA,4613
6683,02190,MA,NA,NA,2190,2300,2513,2569
6684,04101,ME,1556,1695,1879,2035,2087,2256
6685,67208,KS,826,868,947,1056,1070,1134
6686,91204,CA,2477,2414,2647,2832,2864,2977
6687,77085,TX,NA,NA,NA,NA,1224,1287
6687,07095,NJ,NA,NA,NA,NA,2398,2458
6691,33304,FL,1665,1765,2268,2418,2481,2549
6692,55803,MN,NA,NA,NA,NA,NA,2117
6694,33534,FL,NA,NA,1837,2000,2129,2259
6696,66209,KS,NA,NA,NA,NA,1471,1551
6698,49202,MI,NA,NA,NA,NA,NA,838
6699,33711,FL,NA,NA,1866,2007,2114,2214
6702,10302,NY,NA,NA,NA,NA,NA,3465
6703,97209,OR,1652,1527,1675,1737,1699,1753
6705,22305,VA,1670,1576,1765,1815,1901,2020
6708,43952,OH,NA,NA,NA,NA,NA,731
6709,89027,NV,NA,NA,NA,NA,NA,1475
6711,53185,WI,NA,NA,NA,NA,NA,1598
6712,08830,NJ,NA,NA,NA,NA,2536,2657
6712,63042,MO,NA,NA,NA,NA,1420,1453
6715,70507,LA,NA,NA,NA,NA,982,1030
6716,98407,WA,NA,1672,1838,1971,2043,2081
6720,44113,OH,1233,1209,1352,1424,1469,1581
6722,66204,KS,NA,1088,1196,1357,1440,1557
6723,29582,SC,NA,NA,NA,NA,NA,1757
6724,20018,DC,NA,1863,2013,2091,2159,2256
6725,36606,AL,NA,849,1019,1062,1146,1223
6728,44110,OH,NA,NA,NA,NA,NA,1093
6729,83703,ID,NA,1324,1603,1620,1666,1676
6733,92582,CA,NA,NA,NA,NA,NA,2700
6738,72210,AR,NA,NA,NA,NA,NA,1497
6739,01950,MA,NA,NA,NA,NA,2390,2491
6742,77051,TX,NA,NA,NA,1524,1677,1731
6743,68128,NE,NA,NA,1152,1287,1305,1377
6745,59106,MT,NA,NA,NA,NA,NA,1960
6748,55346,MN,NA,NA,NA,NA,NA,NA
6749,98506,WA,NA,NA,NA,NA,NA,1981
6749,95819,CA,NA,NA,2191,2322,2386,2435
6751,73139,OK,NA,NA,NA,929,960,959
6752,59802,MT,NA,NA,NA,NA,1253,1308
6753,48184,MI,NA,NA,NA,NA,1144,1163
6754,48240,MI,NA,NA,NA,NA,1339,1465
6757,15220,PA,NA,NA,968,1038,1107,1194
6759,37411,TN,NA,NA,NA,1263,1298,1374
6762,29492,SC,1412,1340,1662,1865,1946,1987
6763,49307,MI,NA,NA,NA,NA,NA,1125
6764,14615,NY,NA,NA,NA,NA,NA,1127
6767,83001,WY,NA,NA,NA,NA,NA,6000
6768,92010,CA,NA,2638,3068,3413,3499,3625
6771,02724,MA,NA,NA,NA,NA,NA,1838
6773,60304,IL,NA,NA,NA,NA,1564,1613
6774,28574,NC,NA,NA,NA,NA,NA,1579
6774,77378,TX,NA,NA,NA,NA,NA,1687
6776,29630,SC,NA,NA,NA,NA,NA,1290
6778,55437,MN,NA,1348,1470,1512,1563,1563
6781,76247,TX,NA,NA,1868,1946,1959,1983
6787,02171,MA,2182,2070,2367,2542,2597,2672
6790,80007,CO,NA,NA,NA,NA,NA,2962
6790,19801,DE,1133,1218,1480,1537,1621,1726
6794,78219,TX,NA,1096,1273,1260,1267,1285
6794,15228,PA,NA,NA,NA,NA,1210,1288
6797,22025,VA,NA,NA,NA,NA,NA,2500
6798,79119,TX,NA,NA,NA,NA,1717,1873
6799,64064,MO,NA,NA,NA,NA,NA,1465
6801,78070,TX,NA,NA,NA,NA,NA,1816
6804,12118,NY,NA,NA,NA,NA,NA,1302
6804,45227,OH,NA,1155,1272,1369,1514,1552
6806,94945,CA,NA,NA,NA,NA,NA,3526
