SizeRank,RegionName,StateName,2020,2021,2022,2023,2024,2025
2377,46219,IN,693,746,859,914,960,1047
2379,30269,GA,1498,1629,1894,2024,2031,2220
2380,50023,IA,NA,1338,1393,1510,1581,1629
2380,21113,MD,1932,1973,2257,2323,2381,2506
2382,27217,NC,NA,NA,NA,NA,NA,1307
2383,89141,NV,1531,1694,1978,1973,1964,2045
2384,55423,MN,NA,1092,1188,1244,1268,1344
2385,53204,WI,NA,NA,1222,1281,1295,1383
2386,40219,KY,NA,NA,NA,NA,NA,1195
2387,75077,TX,NA,1439,1544,1658,1680,1666
2388,22033,VA,1779,1734,1914,2022,2155,2290
2389,32506,FL,NA,NA,1368,1457,1518,1555
2390,89523,NV,1604,1709,1937,1951,1970,2038
2391,77304,TX,1207,1212,1356,1417,1430,1449
2392,92583,CA,NA,NA,NA,NA,NA,1916
2394,92841,CA,NA,NA,NA,2286,2386,2604
2395,60565,IL,NA,NA,1661,1792,1919,2087
2397,08618,NJ,NA,NA,1556,1712,1959,2187
2398,77381,TX,1370,1420,1775,1989,2111,2069
2399,80906,CO,1276,1406,1569,1650,1688,1717
2400,53207,WI,1149,1199,1314,1390,1448,1557
2401,97477,OR,NA,NA,1363,1454,1526,1582
2403,60624,IL,NA,NA,1182,1271,1369,1414
2404,02920,RI,NA,NA,NA,NA,NA,1849
2405,78232,TX,1065,1087,1243,1310,1325,1309
2406,92131,CA,2545,2655,3119,3301,3468,3573
2406,80211,CO,1826,1803,2085,2147,2161,2170
2409,78413,TX,897,937,1071,1076,1144,1128
2410,22042,VA,2160,2074,2296,2555,2676,2855
2411,65109,MO,NA,NA,NA,NA,NA,1038
2412,80220,CO,1421,1401,1633,1717,1819,1791
2415,80503,CO,NA,NA,1653,1695,1756,1750
2416,80602,CO,2285,2406,2699,2857,2925,3004
2418,95820,CA,1474,1542,1838,1911,1980,2108
2418,33594,FL,1408,1506,1831,1963,2080,2223
2420,17402,PA,NA,NA,NA,NA,NA,1272
2421,49120,MI,NA,NA,NA,NA,NA,1124
2422,77515,TX,NA,NA,NA,NA,NA,1550
2423,85340,AZ,1509,1721,2071,2092,2084,2099
2424,32707,FL,1326,1388,1645,1802,1828,1877
2425,38671,MS,1053,1167,1402,1459,1451,1478
2426,94124,CA,NA,NA,NA,3823,3682,3798
2427,84606,UT,NA,NA,1238,1384,1519,1538
2428,33881,FL,NA,NA,1444,1613,1710,1746
2429,92083,CA,NA,NA,2486,2545,2656,2762
2431,91104,CA,1880,1906,2266,2389,2691,2721
2432,75248,TX,1268,1299,1551,1599,1680,1551
2433,63114,MO,NA,NA,1019,1151,1219,1281
2434,64804,MO,NA,NA,NA,NA,1224,1305
2435,23231,VA,NA,NA,1347,1436,1530,1607
2436,57103,SD,NA,NA,965,1009,1096,1122
2437,48239,MI,NA,NA,NA,NA,NA,1475
2438,78539,TX,NA,NA,NA,1035,1078,1091
2439,63701,MO,NA,NA,NA,890,932,985
2440,94952,CA,2118,2161,2343,2444,2549,2703
2441,76001,TX,1503,1622,1922,1987,2068,2101
2442,11101,NY,3138,3014,3486,3684,3846,3993
2443,46835,IN,NA,NA,NA,NA,1170,1329
2443,36301,AL,NA,NA,NA,NA,NA,850
2446,53066,WI,NA,NA,NA,NA,NA,1672
2448,90277,CA,2583,2690,2940,3131,3296,3372
2449,84009,UT,NA,NA,NA,2097,2172,2133
2450,06450,CT,NA,NA,NA,NA,1785,1814
2451,70817,LA,1407,1475,1630,1685,1705,1780
2452,24018,VA,NA,NA,1412,1537,1642,1750
2452,28411,NC,NA,NA,NA,1841,2018,2043
2454,56301,MN,NA,969,1094,1128,1141,1266
2455,80210,CO,1574,1557,1757,1848,1903,1957
2456,95901,CA,NA,NA,NA,1607,1702,1779
2457,45103,OH,NA,NA,NA,1621,1744,1760
2458,97233,OR,NA,NA,1442,1510,1585,1596
2459,89102,NV,NA,NA,NA,1395,1363,1375
2461,04240,ME,NA,NA,NA,NA,NA,1386
2462,72143,AR,NA,NA,NA,NA,NA,1154
2463,30117,GA,NA,NA,NA,1244,1348,1458
2464,40245,KY,NA,NA,NA,1563,1660,1674
2465,84116,UT,NA,NA,1343,1431,1442,1418
2466,98607,WA,1656,1746,2024,2132,2097,2239
2467,94555,CA,2890,2891,2978,3095,3198,3335
2468,30274,GA,1034,1196,1466,1580,1595,1718
2470,86004,AZ,NA,NA,NA,2159,2286,2339
2471,85208,AZ,1470,1578,1914,1976,1972,2061
2472,94040,CA,3482,2958,3367,3548,3524,3638
2474,60110,IL,NA,NA,NA,NA,2041,2226
2475,20111,VA,1597,1650,1811,1870,1997,2172
2476,85018,AZ,1309,1377,1680,1718,1727,1792
2476,01760,MA,1939,1895,2110,2182,2404,2477
2478,37601,TN,NA,NA,NA,1150,1246,1344
2479,75081,TX,1273,1302,1583,1610,1617,1621
2480,85248,AZ,1844,1922,2328,2347,2424,2438
2481,35216,AL,NA,NA,NA,1209,1248,1307
2482,92058,CA,2019,2187,2510,2861,2958,3179
2483,50317,IA,NA,NA,NA,NA,1154,1209
2485,46131,IN,1187,1291,1440,1560,1648,1712
2487,80911,CO,NA,NA,NA,1889,2058,2117
2488,44094,OH,NA,1009,1103,1156,1216,1298
2489,89084,NV,1350,1484,1853,1810,1815,1875
2490,98604,WA,NA,NA,NA,NA,NA,2164
2491,01810,MA,NA,NA,NA,2429,2492,2616
2492,53154,WI,NA,NA,NA,NA,NA,2297
2493,33442,FL,NA,NA,2238,2430,2400,2381
2494,28451,NC,NA,NA,NA,1733,1775,1789
2495,44122,OH,1324,1492,1601,1792,1799,1881
2496,45373,OH,NA,NA,NA,1275,1323,1373
2497,50315,IA,NA,886,941,1002,1037,1081
2498,06040,CT,NA,NA,NA,NA,1660,1706
2499,77008,TX,1606,1616,1731,1805,1848,1869
2500,70118,LA,1347,1416,1569,1663,1714,1739
2501,21136,MD,NA,NA,1377,1366,1388,1406
2502,19121,PA,1510,1536,1597,1598,1639,1738
2503,39532,MS,NA,NA,NA,NA,NA,1454
2504,73120,OK,958,1015,1155,1203,1260,1313
2506,12401,NY,NA,NA,NA,1860,1877,1981
2507,30223,GA,NA,NA,NA,1111,1160,1199
2508,48186,MI,NA,NA,1102,1139,1224,1286
2509,85206,AZ,1333,1471,1790,1764,1776,1793
2509,98030,WA,NA,1440,1677,1790,1817,1877
2511,91205,CA,1852,1844,2027,2218,2259,2332
2512,60074,IL,NA,NA,NA,1532,1723,1765
2513,80521,CO,1429,1498,1681,1780,1910,2037
2514,84403,UT,NA,NA,NA,1219,1428,1454
2514,49441,MI,NA,NA,NA,NA,NA,1358
2516,85043,AZ,1368,1547,1864,1973,2028,2007
2517,02864,RI,NA,NA,NA,NA,2067,2250
2518,49203,MI,NA,NA,NA,NA,NA,1152
2519,29407,SC,1079,1135,1308,1495,1597,1603
2521,43040,OH,NA,NA,NA,1640,1747,1791
2522,91001,CA,NA,NA,NA,NA,NA,4416
2523,97224,OR,NA,1464,1655,1721,1731,1780
2524,44120,OH,693,759,801,905,1079,1218
2526,21060,MD,NA,NA,NA,NA,1880,2038
2527,19087,PA,1639,1718,1876,2036,2108,2216
2528,90020,CA,1813,1722,1877,2035,2016,2000
2528,30315,GA,1209,1366,1612,1815,1775,1824
2530,31405,GA,1061,1071,1409,1535,1578,1659
2532,07501,NJ,NA,NA,NA,1668,1866,1845
2533,92869,CA,NA,NA,NA,2805,2969,3124
2534,89012,NV,1499,1559,1885,1866,1936,2003
2535,77035,TX,NA,NA,1063,1179,1213,1247
2536,72023,AR,NA,NA,NA,1248,1297,1335
2537,76106,TX,NA,NA,NA,NA,NA,1371
2538,85395,AZ,1390,1576,1890,1889,1808,1900
2538,08096,NJ,NA,NA,NA,NA,NA,2136
2540,95825,CA,1282,1388,1597,1671,1709,1722
2541,93405,CA,NA,NA,NA,NA,NA,5846
2542,76543,TX,702,788,961,1000,995,1034
2543,95476,CA,NA,2475,2778,2818,2975,3028
2544,84047,UT,NA,1190,1481,1576,1509,1601
2545,77365,TX,NA,NA,NA,1901,1847,1960
2546,35601,AL,NA,NA,NA,1004,1071,1116
2547,78723,TX,1443,1454,1717,1827,1785,1808
2548,94044,CA,3049,2857,3131,3171,3215,3283
2549,33135,FL,NA,NA,1932,2237,2177,2307
2550,99507,AK,NA,1282,1397,1550,1644,1629
2551,11103,NY,2058,1969,2087,2414,2566,2571
2551,07106,NJ,NA,NA,1477,1731,1886,2128
2553,97527,OR,NA,NA,NA,NA,NA,1788
2554,46220,IN,989,1032,1158,1249,1318,1353
2555,95062,CA,NA,2708,3055,3284,3423,3791
2556,98404,WA,NA,NA,NA,1841,1940,2036
2557,22309,VA,NA,NA,NA,NA,NA,2842
2557,76226,TX,NA,NA,2749,2827,2815,2900
2559,18966,PA,NA,NA,NA,NA,NA,2167
2560,75075,TX,1266,1274,1517,1625,1609,1588
2561,80026,CO,1647,1677,1862,1993,2029,2130
2562,32810,FL,1381,1411,1643,1842,1826,1928
2562,87108,NM,639,681,780,909,958,963
2564,26508,WV,NA,NA,NA,NA,NA,1903
2565,33410,FL,1521,1662,2280,2475,2466,2443
2565,47630,IN,NA,NA,NA,NA,NA,1977
2567,77571,TX,1256,1350,1446,1522,1666,1733
2567,60031,IL,NA,NA,1524,1645,1699,1819
2569,83607,ID,NA,NA,NA,NA,NA,1917
2570,34748,FL,876,945,1193,1232,1342,1405
2571,34759,FL,1306,1407,1644,1791,1826,1870
2572,34116,FL,NA,NA,NA,NA,NA,2248
2573,21014,MD,NA,NA,NA,NA,NA,1792
2573,77014,TX,NA,NA,1095,1147,1181,1216
2575,33351,FL,NA,NA,NA,2178,2255,2341
2576,91325,CA,2007,2015,2264,2432,2517,2553
2577,84045,UT,NA,NA,NA,2037,2160,2082
2578,60046,IL,NA,NA,NA,NA,NA,1972
2579,21144,MD,NA,NA,1800,1952,2037,2112
2581,96782,HI,NA,NA,NA,2408,2524,2738
2582,89002,NV,NA,NA,1970,1953,2055,2093
2583,83201,ID,NA,NA,NA,988,992,1044
2584,08332,NJ,NA,NA,NA,NA,NA,1800
2585,18951,PA,NA,NA,NA,1740,1963,2006
2585,46142,IN,NA,NA,NA,NA,1341,1470
2587,98056,WA,1765,1783,2030,2131,2200,2336
2588,55369,MN,1689,1677,1776,1873,1941,1977
2589,19154,PA,NA,NA,NA,1590,1673,1674
2591,89509,NV,1279,1416,1638,1648,1700,1774
2592,32812,FL,NA,NA,NA,1851,1974,1923
2593,28052,NC,963,1036,1229,1348,1409,1468
2594,37209,TN,1507,1492,1741,1815,1799,1819
2595,97526,OR,NA,NA,NA,NA,1535,1562
2596,95128,CA,2847,2754,2923,3119,3057,3272
2597,18015,PA,NA,NA,1319,1422,1524,1645
2598,70119,LA,1242,1265,1413,1495,1501,1575
2599,27302,NC,NA,NA,NA,1432,1425,1531
2600,95340,CA,NA,NA,1387,1402,1483,1631
2603,06053,CT,NA,NA,NA,1387,1481,1569
2604,19901,DE,NA,NA,NA,1609,1646,1670
2605,93060,CA,NA,NA,NA,NA,NA,2380
2606,89107,NV,NA,NA,NA,1342,1322,1360
2607,64133,MO,923,988,1104,1184,1209,1274
2608,98684,WA,NA,NA,1750,1917,1851,1872
2609,30344,GA,1036,1178,1364,1532,1567,1673
2609,06460,CT,1521,1612,1865,1945,2127,2211
2611,77004,TX,1644,1672,1818,1900,1921,2005
2612,73401,OK,NA,NA,NA,NA,NA,997
2613,84107,UT,NA,1082,1350,1426,1350,1374
2613,97203,OR,1432,1490,1593,1665,1708,1755
2615,64055,MO,NA,1030,1135,1229,1280,1334
2616,95842,CA,NA,NA,NA,1663,1755,1836
2617,92543,CA,NA,NA,NA,1743,1802,1781
2619,75189,TX,NA,NA,1986,2094,2119,2201
2620,60202,IL,1553,1595,1731,1875,2006,2087
2621,22405,VA,NA,NA,NA,NA,NA,2168
2622,36535,AL,NA,NA,NA,NA,1886,1877
2622,02127,MA,2553,2409,2778,3087,3101,3225
2624,84106,UT,1286,1384,1540,1705,1722,1731
2625,06790,CT,NA,NA,NA,NA,NA,1478
2626,93710,CA,NA,NA,NA,NA,1868,2002
2627,90266,CA,4363,4432,4843,5327,5416,5840
2628,55082,MN,NA,NA,NA,NA,NA,1795
2629,62269,IL,NA,NA,1301,1347,1441,1482
2630,28409,NC,NA,NA,NA,2054,2230,2247
2631,90621,CA,NA,NA,NA,NA,2896,2888
2632,46902,IN,NA,NA,NA,NA,871,1023
2633,33905,FL,NA,NA,1707,2034,1908,1899
2635,23060,VA,1345,1411,1610,1811,1774,1863
2636,98370,WA,NA,NA,2178,2261,2348,2584
2637,13027,NY,NA,NA,NA,NA,1758,1845
2638,33460,FL,1163,1278,1572,1869,1937,1988
2639,46260,IN,NA,NA,NA,1069,1186,1204
2640,84405,UT,NA,NA,NA,NA,1296,1426
2641,98513,WA,NA,1929,2142,2268,2420,2478
2642,60409,IL,NA,NA,NA,1236,1365,1485
2643,32566,FL,NA,NA,1947,2147,2138,2181
2644,61701,IL,724,749,NA,1006,1084,1176
2645,80231,CO,1372,1349,1545,1600,1718,1595
2647,70601,LA,NA,NA,NA,871,882,881
2648,90049,CA,3290,3144,3551,3776,3878,4016
2648,98155,WA,1689,1714,1903,2016,2078,2168
2650,50014,IA,NA,NA,NA,1039,1096,1112
2651,32817,FL,1381,1466,1728,1938,1955,1965
2652,34203,FL,NA,NA,NA,2368,2372,2467
2653,85016,AZ,1213,1295,1597,1617,1637,1680
2654,48035,MI,NA,NA,NA,NA,1135,1184
2655,91752,CA,NA,NA,2619,2724,2691,2884
2656,91601,CA,2338,2231,2480,2611,2621,2674
2658,99163,WA,NA,NA,NA,NA,1551,1629
2659,91326,CA,NA,NA,3715,3776,4006,4138
2660,53188,WI,NA,NA,NA,NA,NA,1380
2661,14225,NY,NA,NA,NA,NA,NA,1330
2662,32084,FL,NA,NA,1808,1917,1959,1960
2664,02368,MA,NA,NA,NA,2384,2453,2551
2665,83687,ID,1075,1191,1428,1500,1497,1552
2666,28054,NC,1093,1233,1399,1523,1622,1663
2668,85635,AZ,NA,NA,NA,1343,1365,1398
2669,70122,LA,NA,NA,1323,1420,1477,1626
2670,28304,NC,NA,NA,1156,1289,1357,1417
2671,70808,LA,1101,1100,1219,1258,1328,1377
2671,92139,CA,NA,NA,NA,NA,NA,3108
2673,79707,TX,1426,1145,1155,1377,1491,1519
2673,92551,CA,NA,NA,NA,2214,2358,2340
2673,33435,FL,1546,1713,2300,2386,2506,2553
2676,78260,TX,NA,NA,NA,1945,1903,1945
2677,27609,NC,1288,1333,1630,1750,1749,1759
2678,38301,TN,NA,NA,NA,NA,NA,1383
2679,91780,CA,NA,NA,NA,2722,2939,3094
2680,80204,CO,1732,1697,1895,1990,2022,2013
2681,02472,MA,2347,2191,2502,2656,2792,2928
2683,98198,WA,1537,1619,1771,1879,1982,2027
2685,95341,CA,NA,NA,NA,NA,1665,1852
2686,46062,IN,NA,1412,1599,1734,1809,1904
2687,94523,CA,2241,2257,2428,2469,2548,2624
2688,92660,CA,2912,3032,3546,3723,3918,3933
2689,22901,VA,1237,1293,1477,1532,1559,1650
2690,71107,LA,NA,NA,NA,NA,NA,938
2691,77520,TX,NA,NA,NA,1138,1161,1222
2692,17112,PA,NA,NA,NA,1473,1511,1598
2693,46168,IN,NA,1233,1423,1545,1583,1667
2694,22314,VA,2166,2010,2253,2319,2434,2586
2695,28311,NC,830,934,1137,1221,1289,1363
2696,92311,CA,NA,NA,1202,1265,1367,1461
2697,98203,WA,1579,1673,1850,1964,2070,2153
2699,21227,MD,NA,NA,NA,NA,1556,1665
2700,62521,IL,NA,NA,NA,NA,NA,1140
2700,22031,VA,1871,1726,1935,2030,2170,2274
2702,30161,GA,NA,NA,NA,NA,1150,1201
2704,78717,TX,1491,1486,1809,1872,1778,1678
2705,71291,LA,NA,NA,NA,NA,966,1038
2706,60441,IL,NA,1710,1809,2019,2180,2271
2707,45458,OH,NA,NA,NA,1645,1712,1892
2708,34207,FL,981,1007,1365,1487,1557,1646
2709,94404,CA,3305,2871,3181,3320,3367,3535
2710,98444,WA,NA,NA,1441,1473,1496,1541
2711,45701,OH,NA,NA,NA,NA,NA,1142
2712,90062,CA,NA,NA,NA,NA,NA,2450
2713,34608,FL,NA,NA,1484,1722,1881,1914
2714,32507,FL,1188,1352,1605,1697,1796,1836
2714,27530,NC,NA,NA,NA,NA,1345,1402
2716,29642,SC,NA,NA,NA,NA,NA,1847
2716,98168,WA,NA,NA,1766,1952,2110,2126
2718,07410,NJ,NA,NA,NA,NA,NA,2512
2718,68521,NE,NA,1212,1295,1431,1528,1607
2720,84663,UT,NA,NA,NA,NA,1591,1723
2721,84037,UT,NA,NA,NA,NA,NA,2333
2721,85023,AZ,1028,1122,1452,1414,1352,1338
2723,10022,NY,3567,2931,3831,4106,4151,4307
2724,96793,HI,NA,NA,NA,NA,NA,3859
2725,78210,TX,1019,1156,1263,1339,1330,1423
2726,92301,CA,NA,NA,NA,NA,1950,2151
2727,98502,WA,NA,NA,1822,1841,1978,2078
2729,75032,TX,1531,1654,1777,1939,1930,1980
2730,94063,CA,3681,2978,3409,3471,3471,3691
2731,90260,CA,2370,2340,2564,2834,2787,3110
2732,55406,MN,NA,NA,1390,1414,1425,1488
2732,91340,CA,NA,NA,NA,NA,NA,3362
2734,96002,CA,NA,NA,NA,1357,1401,1482
2735,60611,IL,2263,2022,2316,2468,2522,2651
2736,06824,CT,NA,NA,2517,2756,2920,3729
2737,13126,NY,NA,NA,NA,NA,NA,1304
2739,23228,VA,1109,1163,1465,1453,1501,1579
2740,48312,MI,NA,NA,NA,1360,1400,1498
2741,91722,CA,NA,NA,NA,NA,NA,2711
2742,71270,LA,NA,NA,886,921,971,972
2743,01701,MA,NA,NA,NA,NA,NA,1912
2744,33990,FL,NA,NA,1636,1857,1910,1885
2745,80228,CO,1479,1558,1781,1887,1960,1938
2747,30008,GA,1152,1298,1549,1717,1732,1845
2748,28270,NC,1243,1316,1486,1613,1662,1674
2749,60653,IL,1317,1387,1494,1567,1678,1822
2749,28792,NC,NA,NA,NA,NA,NA,1838
2749,37814,TN,NA,NA,NA,NA,NA,1250
2752,80227,CO,1384,1417,1635,1681,1740,1754
2753,94401,CA,2702,2485,2651,2797,2869,2895
2754,28358,NC,NA,NA,NA,NA,NA,1250
2755,32209,FL,823,874,1014,1124,1177,1245
2756,40511,KY,NA,NA,NA,1448,1597,1694
2757,94114,CA,3587,3126,3417,3542,3529,3728
2758,55109,MN,NA,NA,1156,1224,1321,1334
2760,71112,LA,1002,1037,1181,1234,1274,1339
2760,17013,PA,NA,NA,NA,1257,1303,1391
2762,76021,TX,NA,1212,1350,1450,1515,1540
2763,33830,FL,NA,NA,NA,1448,1587,1637
2764,44105,OH,NA,NA,NA,858,971,1094
2765,03301,NH,NA,NA,NA,NA,1636,1828
2766,33073,FL,1791,1835,2387,2498,2535,2557
2767,23229,VA,NA,NA,NA,NA,NA,1896
2768,34120,FL,NA,NA,NA,2921,2887,2984
2769,19047,PA,NA,NA,NA,NA,NA,2149
2770,85741,AZ,1168,1247,1530,1593,1593,1622
2771,63119,MO,NA,NA,1213,1275,1371,1507
2772,80260,CO,NA,NA,NA,1666,1713,1635
2773,23831,VA,NA,NA,1515,1622,1626,1743
2774,19002,PA,NA,NA,NA,NA,NA,2295
2775,34785,FL,NA,NA,NA,1365,1538,1582
2776,19141,PA,NA,NA,1017,1070,1152,1191
2777,33141,FL,1538,1573,2078,2364,2336,2410
2778,23453,VA,NA,NA,NA,1665,1780,1865
2779,40218,KY,NA,NA,NA,NA,1251,1370
2780,29577,SC,NA,NA,NA,1502,1640,1711
2781,97266,OR,NA,1446,1642,1675,1744,1848
2782,55987,MN,NA,NA,NA,NA,1095,1200
2783,75904,TX,NA,NA,NA,NA,NA,1433
2784,75038,TX,NA,NA,1677,1756,1701,1621
2785,28278,NC,1298,1373,1642,1712,1747,1740
2786,37643,TN,NA,NA,NA,NA,NA,1149
2787,35244,AL,NA,NA,1255,1239,1247,1326
2788,85040,AZ,1141,1315,1528,1615,1754,1831
2789,77096,TX,NA,NA,NA,1308,1436,1456
2790,85335,AZ,1272,1489,1795,1791,1905,1894
2791,92123,CA,NA,2381,2929,3059,3105,3215
2792,17111,PA,NA,NA,NA,NA,1817,1826
2793,60612,IL,1688,1715,1859,1995,2184,2292
2794,79107,TX,NA,NA,NA,NA,NA,998
2797,72120,AR,900,913,1038,1107,1231,1275
2798,83706,ID,1219,1356,1573,1605,1660,1755
2799,85048,AZ,1362,1471,1794,1816,1849,1873
2800,72032,AR,NA,NA,1233,1273,1414,1436
2801,76002,TX,1582,1714,1942,2123,2164,2228
2802,98375,WA,2035,2245,2481,2599,2690,2774
2803,70115,LA,1369,1404,1560,1615,1630,1722
2804,89081,NV,1424,1564,1880,1900,1892,1939
2805,34209,FL,NA,NA,NA,2226,2351,2508
2806,03038,NH,NA,NA,NA,1797,1873,2032
2807,40220,KY,NA,927,1109,1192,1317,1350
2808,92706,CA,NA,NA,NA,NA,NA,2690
2809,47714,IN,NA,NA,908,954,1036,1092
2810,80021,CO,1565,1573,1802,1871,1887,1903
2811,75701,TX,NA,NA,NA,1475,1545,1553
2812,63010,MO,NA,NA,NA,NA,NA,1421
2813,32114,FL,NA,NA,1295,1418,1448,1505
2813,30316,GA,1367,1493,1696,1797,1810,1869
2815,47802,IN,NA,NA,NA,NA,930,1014
2816,12590,NY,NA,NA,NA,NA,2079,2262
2818,28348,NC,NA,NA,1435,1541,1611,1705
2819,19132,PA,1012,1017,1157,1252,1302,1425
2820,95356,CA,NA,NA,NA,2088,2152,2295
2821,53211,WI,NA,1357,1430,1516,1637,1746
2822,48021,MI,NA,1062,1200,1270,1320,1362
2823,89130,NV,1362,1521,1808,1819,1854,1863
2824,86442,AZ,NA,NA,NA,1335,1390,1480
2825,91006,CA,2489,2664,2859,3117,3116,3775
2826,91915,CA,NA,2510,2845,3173,3363,3453
2827,80817,CO,1512,1629,1797,1866,1972,2043
2828,98499,WA,NA,NA,1590,1662,1693,1706
2829,94545,CA,NA,NA,NA,2502,2542,2559
2831,23220,VA,1203,1258,1375,1481,1573,1612
2832,77038,TX,NA,NA,NA,NA,NA,1731
2832,77017,TX,NA,NA,NA,NA,NA,1339
2834,43035,OH,NA,NA,1515,1607,1670,1713
2836,47304,IN,NA,NA,NA,1042,1080,1173
2837,33909,FL,NA,NA,1870,2133,2152,2111
2838,31210,GA,NA,NA,NA,1112,1085,1093
2839,37312,TN,NA,NA,NA,1433,1495,1510
2840,29349,SC,NA,NA,NA,1416,1485,1584
2841,22306,VA,1608,1637,1830,1834,1956,2011
2842,96001,CA,NA,NA,NA,1380,1449,1547
2843,80205,CO,1699,1634,1891,1934,1964,1905
2845,20723,MD,1596,1661,1785,1892,2002,2029
2846,77320,TX,NA,NA,NA,NA,NA,1528
2847,91754,CA,NA,NA,2024,2251,2369,2347
2848,30092,GA,1059,1122,1424,1415,1379,1381
2850,61704,IL,NA,NA,NA,1294,1428,1500
2852,33803,FL,NA,NA,1549,1605,1620,1645
2853,46239,IN,1271,1383,1523,1668,1747,1884
2854,19152,PA,NA,NA,NA,1549,1723,1831
2855,44601,OH,NA,NA,NA,NA,NA,942
2856,33952,FL,NA,NA,NA,1765,1772,1757
2858,77092,TX,NA,NA,1047,1098,1111,1160
2859,80004,CO,1853,1939,2172,2289,2427,2537
2860,55433,MN,NA,NA,NA,1380,1467,1523
2861,14612,NY,NA,NA,NA,NA,NA,1488
2865,48313,MI,NA,NA,NA,NA,NA,1822
2865,33407,FL,1332,1438,1973,2108,2237,2359
2867,62234,IL,NA,NA,NA,929,994,1031
2868,48042,MI,NA,NA,NA,NA,NA,2237
2871,51501,IA,NA,NA,986,1061,1181,1257
2872,21212,MD,NA,1294,1358,1448,1542,1639
2873,53219,WI,NA,NA,NA,NA,1192,1248
2874,21225,MD,NA,NA,NA,1248,1315,1404
2875,31406,GA,972,1004,1270,1455,1570,1648
2875,43221,OH,NA,1576,1702,1842,1967,2044
2877,44145,OH,NA,NA,NA,NA,1961,2098
2878,91941,CA,NA,1874,2161,2387,2453,2627
2879,33884,FL,1330,1490,1802,1845,1899,1856
2880,43201,OH,955,973,1045,1106,1159,1206
2882,49506,MI,1289,1377,1593,1685,1786,1922
2883,33060,FL,NA,NA,2188,2338,2463,2525
2884,90230,CA,2610,2406,2723,2918,2892,3091
2885,20782,MD,1573,1580,1612,1692,1732,1776
2886,28677,NC,NA,NA,NA,1342,1400,1582
2887,92595,CA,NA,NA,NA,2388,2389,2508
2888,34232,FL,1603,1767,2253,2460,2494,2536
2889,31404,GA,964,995,1251,1410,1549,1608
2890,78023,TX,NA,NA,1591,1570,1536,1508
2891,97304,OR,NA,NA,1598,1589,1724,1803
2892,30094,GA,1270,1453,1689,1844,1902,1992
2893,11510,NY,NA,NA,NA,NA,NA,2799
2894,98002,WA,1275,1336,1453,1578,1684,1774
2895,54311,WI,NA,NA,NA,NA,NA,1495
2896,10010,NY,4088,3328,4416,4787,4908,5037
2897,19013,PA,NA,NA,1051,1136,1243,1389
2898,07050,NJ,NA,NA,NA,1576,1689,1712
2899,95482,CA,NA,NA,NA,NA,NA,1892
2900,97217,OR,1461,1490,1598,1683,1661,1709
2901,48124,MI,NA,NA,NA,NA,NA,1625
2902,70094,LA,NA,NA,NA,NA,NA,1621
2902,93703,CA,NA,NA,NA,NA,NA,1438
2904,32909,FL,1263,1397,1685,1796,1841,1904
2905,89142,NV,1062,1207,1466,1449,1452,1490
2906,78749,TX,1346,1328,1642,1688,1571,1575
2907,33710,FL,NA,NA,1629,1766,1860,1987
2908,99352,WA,1284,1426,1609,1692,1758,1771
2910,90008,CA,1692,1811,1894,2124,2285,2283
2910,49505,MI,1137,1301,1555,NA,1738,1851
2912,45150,OH,NA,NA,NA,1231,1367,1280
2913,53214,WI,NA,NA,1040,1169,1272,1314
2914,28405,NC,1164,1214,1465,1623,1634,1577
2914,80138,CO,NA,1717,1868,1917,1998,2007
2916,91773,CA,NA,1872,2183,2287,2416,2537
2917,48073,MI,1298,1358,1502,1544,1648,1722
2918,98926,WA,NA,NA,NA,1527,1556,1629
2919,34142,FL,NA,NA,NA,NA,NA,2783
2920,77351,TX,NA,NA,NA,NA,NA,1579
2921,37876,TN,NA,NA,NA,NA,NA,1635
2922,93955,CA,NA,NA,NA,2658,2857,2988
2923,25801,WV,NA,NA,NA,NA,NA,1162
2924,72703,AR,949,1033,1122,1280,1352,1465
2924,48910,MI,NA,NA,903,1011,1004,1123
2926,80104,CO,1622,1686,1857,2016,2068,2101
2927,03104,NH,NA,NA,NA,1681,1767,1833
2928,43219,OH,NA,NA,1143,1204,1207,1283
2929,19713,DE,NA,NA,NA,NA,NA,2500
2930,95361,CA,NA,NA,NA,NA,NA,2412
2931,46241,IN,NA,NA,967,1080,1168,1299
2934,90504,CA,NA,NA,NA,NA,2872,3023
2936,32547,FL,1234,1369,1612,1793,1784,1856
2937,98021,WA,NA,2101,2441,2591,2686,2956
2938,27103,NC,1058,1179,1335,1499,1556,1606
2939,95126,CA,2700,2526,2659,2754,2790,2900
2941,33611,FL,1526,1587,2076,2155,2215,2336
2942,33813,FL,1302,1415,1718,1887,1930,1995
2943,95348,CA,NA,NA,NA,1888,1961,2083
2944,30260,GA,NA,NA,NA,1534,1610,1638
2946,60007,IL,NA,NA,NA,1647,1709,1851
2947,46544,IN,NA,NA,NA,NA,1036,1100
2947,77045,TX,NA,NA,NA,1440,1534,1638
2949,32578,FL,1393,1500,1727,1894,1926,2037
2950,92373,CA,1758,1864,2197,2338,2285,2444
2950,78602,TX,NA,NA,NA,NA,2115,2081
2952,23235,VA,NA,NA,NA,NA,1796,1979
2953,91107,CA,2192,2182,2403,2621,2709,2780
2954,33417,FL,NA,NA,NA,1818,1904,1931
